Text,Sentiment
@FetusJuju  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
@deadmau5 dieback music pack totally worth it! It's awesome :) #dota2,1
I miss it already :(((o http://t.co/sbWVwaUyAd,-1
@calv_18 came up on my time hop :( #bestweekend,-1
.@ItsFoodsPorn all over my TL :( hungry af!,-1
@WaitlessCompany @Aledeleonmoreno glyon! :D,1
Six Months to Christmas :-),1
@IamMansoorKhan I hate it when u are offline :(,-1
watched the match till late night y'day.. :D https://t.co/ZhHZOzHBEN,1
@MrsBee21 Thanks Mrs Bee!! xxx :-),1
Yummy! :) @jarpad @JensenAckles ^_^ https://t.co/4ZlpAdyfZL,1
@Murrayyyyyyyy aha yesss! Who are you most looking forward to seeing?:),1
@HelenAnderz travel in style :-),1
Laper banget !! :(,-1
Morning........it's FRIDAY!  Happy Friday beautiful people :)  #Smile,1
Follow me on Facebook on https://t.co/Z9enl5nJdE :) http://t.co/gK0xyuMJIG,1
"Got you :) @ShanduLinda: @DJShaun_SA pfb""",1
@_Sampath @gnanodayam @wtfex I did not mean literally sir :-) JR developed properties along their HSR lines to create user base,1
josh is so tall that when he hugs me he can rest his head on mine :-(,-1
"It's all about teamwork, right? :D #ZitecOfficeStories http://t.co/ycVA2V6ecq",1
@Penguin_porter that's awful :(,-1
Whom do you really love? — i love all who did the same thing to me :) http://t.co/qpSlKbIHio,1
What a day :),1
"I wanted the shoes FOR my holiday, shipping should take 4-5 days so it should have arrived TODAY, but it's not even on its way @DCSHOESUK :(",-1
@IsaiahPander I'd like that! :D,1
Pengen boxing :( (at @golds_indonesia) — https://t.co/qXG4UNA4Fn,-1
"@EoleTrading Right on, then :)",1
i wish :( #ZaynIsComingBackOnJuly26,-1
@AxioWolf Ahah thanks for the candy Axio! It reminds me a lot of the white rabbit candy :D,1
@MaslowFanArmy i'm very excited for what's coming :) he really deserves it.,1
@jsjnete dd leave lagi?:(,-1
"I'm really trying hard to level up my working-on-a-tight-schedule art for comics, &amp; I know sometimes the art looks off, but :( ganbarimasu",-1
@DutchM882 Morning my friend :) Yesss thats just the way we roll ;))) here on #cam4,1
@twinklingwatson yeah :(,-1
@hinanRana WIP. Let me get a few things tweaked and I'll link you up :) Max kal tak.,1
Hi @facebook please help me in getting back my disabled account. I really really need it back. :(,-1
Hi all my faithful followers :) I'm having a lovely night &lt;3 ;*!,1
i miss niamh i havent seen her in forever :(,-1
I guess sleep was just not in my list of things to do today :-),1
Snapchat me guys - sexyjane19 #snapchat #kik #Horny #bestoftheday #photo #goodmusic #sexual :( http://t.co/0RZnnSlxq9,-1
"My name tho :-( 
i miss him",-1
You are unique. :) http://t.co/cY5cBHOeVQ,1
"@applewriter yep, you *are* an expert on bisexuality :) Good luck!",1
@banamnam @daseonjwi i know :( we were all disappointed,-1
Current playlist :D http://t.co/PYKQLD4KHr,1
@CorderMrs you're welcome :),1
HES SO ADORABLE LIKE A CUTE MARSHMALLOW THAT U WANNA HUG BUT EAT BC CUTE AND CHSWIYFXCSKCALUM  I LOVE HIM SO MUCH :((((,-1
i just wanna sleeeeep :(,-1
sorry minkyuk I'm a slow af : (,-1
@riiiyyaaaaa oKKay :)),1
Those friends know themselves :),1
@jlawrencly @homemade @sainsburys I'm not staying home :( I'm going out at 3 my timing so maybe when I'm back?,-1
@agnishaa followback :),1
JACOB IT'S @GwendoBocquet BDAY AND SHE GOT TIX FOR US IN PARIS OMG PLEASE WISH HER!! #FIRST50EUROPE 🇫🇷 :D,1
"#TGIF
It's Weekend.......ENjoy :) http://t.co/Tck0izSpKB",1
@Zerbrechend SAME :(,-1
"@TheRainBro also, GL for tonight's show! :D",1
off to the airport :(,-1
@Rosiejanele Oh dear. They lost my payment last year &amp; wrote to say my account was overdrawn. TBF they did 'find' it when I complained :-(,-1
Today’s job (another facking #Intel). Extra mega careful not to get bent socket pins :-( #PCGaming #PCUpgrade http://t.co/VeJNS9FBfn,-1
@TonuvaCoaching @CoachLee @AnnieLN @marshawright @raybebaby781 @StefanPowell @OpenUniversity @prospect_uk @DrVictoriaG most kind thks -:),1
@antinezushi tbh i dont know yet they havent told us very much but i will get back to u :-),1
@itssssalmaaaa12 I like you !    as a friend :)),1
I'm kinda sort of fucked :-),1
@BeardOfTsu @LucasWeatherby @ChrisJLatimer @Alex_AMS96 it came crashing down and it hurts inside :(,-1
@sodapopmashton oh okay! thanks :),1
i'm so inactive :(,-1
@xjisoobelle I MISS YOU TOO JISOO!!! :(,-1
i dearly miss and love my sunshine @zaynmalik :-(,-1
@richardosman congratulations to you daughter! :D,1
"💃💃💃""@Boitumelo_SA: @Roooosta happy birthday to you too! Let the joys never end :D""",1
so I was driving home rn and I almost ran over a coyote :( shit scared the fuck outta me.,-1
Or to ask what He made you this year :) https://t.co/ydLzrWYrL6,1
my boys r playing :( and i cant watch it :( rip,-1
Every year in August I get fever :p dunno why 😷,1
hrryok: the fact that harry still hold his mom’s hand :( :( :( http://t.co/RZbFA247f8,-1
"@morealtitude #ausfailia haha! I am missing out on snow :( &amp; live footy. But flight gets in day before the game that counts,2nd ye in a row!",-1
glad you &lt;3 it :) @Skythedeath,1
@_edmce my mum has been begging me to watch sopranos! i'll watch that too :-),1
Please god I don't wanna go to work :(,-1
@HolmesdaleCC Brill let us know when will have camera ready :),1
@hanpdf like me :),1
@koolaidkiller18 no idea why :(,-1
"To all the birds out there, come here and join us for a little fun :) #teamAdmicro http://t.co/35EZmlW16u",1
"@IronMillTech Also, what is it you want me to do with this info? I shan't be ditching @ecotricity! And I'll die before I vote Tory...:)",1
@axlrose995 @HikersHell @Tricia701 @ShiningJudgment Hope You Have A Happy Friday !! :-),1
Rain is God's way of telling me that it's time for a nap :-) hehe,1
@MattLevick he didn't score first :(,-1
Please comment on what you think of what I wrote so far in the twitlonger :),1
Gardening is not part of a barrista's job description. Poor plant :( http://t.co/nQgQonm1TN,-1
Excited about the Chalkhill Park Celebration tomorrow from midday. Come join the fun :-),1
"This pain just below my right rib cage, since yesterday :(",-1
@diamaziing Did you ligo na? :(,-1
I like u sm :-(,-1
This manga is just too cute and yet made me cry.. :( http://t.co/KB6GswBxMT,-1
Thanks Kalin :) http://t.co/ihELksfJjT,1
"Konga""@BeemanNONI: Well... ""@_topeh: ni wa*""@iCUM_Thrice: Ode ni e""@_topeh: K ""@iCUM_Thrice: I need to be disvirgined..like seriously! :(""""",-1
"HELLO! 👊🏻“@YayanijadeEpal: Hi :) 
#TRMDHesitant”",1
RAIN :(,-1
"Hey @globmobcom Thanks For Following :) 

#AutoFollow #TeamFollowback http://t.co/chhWQ9DHgO via http://t.co/xMohgOWIVJ",1
@Mark23Baracael baby followback huhu :(,-1
Pains in my tummy an back keep waking me up :( literally can't get comfortable,-1
"ill be on soon, I PROMISE :(
waaah",-1
@HeelSimba :( are you free any time on Monday?,-1
"@Powerspell3 @TheVerzarian I care about chu too, you told me once, and I remembered it :)",1
@njhornylou fback? :),1
"Hi @goldquarter1, thanks for connecting. We specialise in thermal imaging surveys – here if you need us :)",1
@EE I'm bad and kind of want an IPhone 6 but account says I can upgrade April 2016 too far :( *cont,-1
@TommoLouisSmile done too :),1
Sorry na bh3s :( @alrakakire,-1
@_eshaaax I missed youuu too :((,-1
and another hour goes by :((,-1
@IAmDaniel0 well my kids broke up now so don't have to get up early :),1
@maaaybs Grabe ang harsh huhuhu why u like that? :(,-1
There should be a shoe store that serves sushi while you shop. A Shoeshi Shop. Ok not all my ideas change the world.  :) �S,1
@nickiepedia :( I can't. My parents are here na and my plans don't usually work out when they're here huhu. But I could try to make paalam,-1
My legs hurt so bad :)))))))))))))))))),1
@SpazzyTsukihara awww but i was going to ask for a dragon duck with mix of a cheetah :p,1
NSTP Class tomorrow :(,-1
Suite life of zack and Cody :-),1
@techin2b Thanks for the retweet my friends :),1
"@Lucybanjifede FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",-1
@halfmoonhalsey aw babe :((,-1
always fall asleep so early when I'm texting someone :(,-1
@onlytheshelley 6pm is when the doors open for everyone with  (VIP/general) tickets to get there seats early and watch support acts!!:),1
@JDRaPlD @Excluzzive I was talking to exclusive :( U know I carry U want me to play 😘,-1
"@NiallOfficial Hello :) Tell me, do you still keep in touch with Zayn? :)",1
@andrekutyan Good going Andre! Keep it up :),1
@justrena then I'll try to write something about dead people today :),1
why can't I sleep :(((,-1
Back to 80s?! A brand new #Commodore64 Programming community is in town now!!!!  :) &gt;&gt;12th August @techspacekrk http://t.co/zAS2l96ljT,1
I love you all goodnight. Vid going up when I wake up you all with love this one :),1
@VikkFollows #StarSquad ⭐ Can I please get a follow? :),1
@hookuptrade can u just give 350 to @RihannaPedia &amp; @HolyHardwell ill give u 350 + 350 Rts or anything pls :(,-1
@JulieWestern I don't know the name but it is particularly striking. Happy days :),1
i am so :((((((,-1
Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @Thabang53214134,1
@deniserayon_ I'm a fuck up :(,-1
@mattyelvin11 don't have any :( gonna order a jps soon hopefully they have some,-1
"chill at SMU oval :D
'Coz I am a of basketball player now. Whahahaha!
 #SOAmazing https://t.co/Y3sDCZ6RMk",1
my wrists feel so naked bc i forgot my watch &amp; bracelet :((,-1
"#ProKabaddi Koel Mallick @YourKoel recites the ""National Anthem"" for @StarSportsIndia On Day-6!!:) http://t.co/ORqau4PvVz",1
Imran khan a hero :) really  #IKPrideOfPak,1
Why can't I be going to ed :(:(,-1
@rhutapatil Yeah sure. :),1
@bobwinder Thanks Bob! I'll be sure to pass that on to Ellie and Mairi for you :),1
He's really on his way guys :-) https://t.co/yyOUEKgCFM,1
@swcgtbh leave me alone :(((,-1
Hi .. : Jarraaaaa Do you want to get FREE iPhone 6? Hurry check my bi0. Thx :) https://t.co/MgApQcXPgj,1
"@ilkkalaukkanen ok, nice :) Btw 0.7.1 is coming today.. we try to fix those package dependencies there.",1
@Glassyskyx u change u say i change tsk :(,-1
@wandersinc i am not :(,-1
"@Aiteee1 Aitor SnS, Would you mind checking my Bio and participate in PS4 giveaway? It could be that you are the winner :)",1
Ltsw here we gooooooo! :-),1
I cant stream :(,-1
@RachelLiskeard Thanks for the shout-out :) It's great to have you aboard @inkfunnel,1
@awadkum - Just chant Jai Italy 100/times fast. :)) @BJP4India @AmitShahOffice @narendramodi,1
I missed half of Music Bank bc grocery shopping :( but the good thing is: I finally have hubba bubba bubble gum again &lt;3,-1
Hey @DeVoTrAv do you follow back average joe's that love the #BlueJays :),1
@mz_chocl8bear dude I didn't get the dm :(,-1
@1017nelle aww bestfriend look at you :),1
@JWGrieve I've sent you an email full of swearwords. :-),1
@JayMcGuiness i want to meet you :(,-1
@ThePrintQuarter thanks for the follow have a great day :),1
Cathy's story is basically about a black guy singing :(,-1
@Diekno26 Happy birthdaaaaayyyy dinooo!!! :D,1
"#FF amazing singer, actress and model @annastaff :-) https://t.co/Cioa8dXbrc",1
@andytude typically we had a power cut last night and I missed it!:( was it good?,-1
@ninebonso04 thank you :),1
City 0-2 madrid :(,-1
@selenagomez why did you have answer fans when i was sleep ??? :(,-1
@Nayritje okie :(,-1
get well soon pretty😘😘 — pano mo nalamannn bebeee? :( thankyou 😘 http://t.co/CVOT0DGrAy,-1
@justinbieber it makesme happy to see this :) keep smiling we love u,1
I was about to make tea but load shedding was like Ha.a bheyps not now ! Ayemso Hacked :(((( http://t.co/ZudfTknvCM,-1
"i can't be there for you anymore &amp; i'm sorry bc of me , you're not yourself anymore :-(",-1
@erwin_cabangal5 i miss you :( https://t.co/3FsrYukgt4,-1
Rettweet :-) http://t.co/l6T0rx7bEf,1
"@SydneysMedia @Zampakid @darcy2981 I very much doubt that anything will change at Seven News anytime soon either but I can dream, right? :)",1
@MikeyyGee_562 @thatdudegalvan_ abstinence :),1
@MikeJack1976 Thankyou very much. We are happy to hear you enjoyed your tour! :),1
sooooo tired but I can't sleep :(((,-1
"@assthmatic I want the armor piece, it's better than the legendary I have now :(",-1
@gotshinee yeahh :(( but it's so hard esp. they're not doing well on digital charts cries,-1
"@ollgbroxei sc, longe :(",-1
Bruce just won't smile :( http://t.co/UwldCQkcoq,-1
you already knew i couldn't stand to let people dislike me :(( it's burdensome and i want totally clear it as soon as possible,-1
@vaninatwilight Yeheyy! thank you so much Pinya!! :) whoooah for the win,1
Rly sad that I had to rush off when that was the last time I would see everyone :-(,-1
@TeamTall17 @FlashHayer  but doesn't even follow back :-),1
@NatalieH__xx aww no but it's my last semester ever!! :( we def have to catch up sometime soon. We always leave it too long,-1
@Rinerh -hugs- I really wish I could love :( I miss you.,-1
goTDAMN  :-( http://t.co/KkPDlQZ2F4,-1
@otraclace where you live in the summer :D,1
@jaimelesgyozas ah mince :(,-1
I need to stop looking at old soccer pictures :(,-1
@sxnflame I don't like dogs :(,-1
@carterreynolds hello!! :) love you Carter :),1
OKAY PLEAS EDOMNT FCK QIH MY FEELINGS SHXBS ENOUGH!!!! :( #ZaynIsComingBackOnJuly26,-1
"@SurreyHillsBrew ...and when we play the Al***n, he'll score all fucking night :)",1
every dog has its day :) I can't stress that enough !,1
"@HorseDoctorLol Great video, you made some really good points :) I'm kinda suprised I haven't heard about u before",1
i dont know :(,-1
Ha! All in one picture :-) http://t.co/IgLPwLvSfz,1
@Rl191459Alex Hey and thank you for following :),1
Have a nice day queen! :) @esthercarodan,1
"Hello people, its me again! :D",1
Snapchat me guys : IvyPowel19 #snapchat #kikhorny #chat #girl #like4like #travel #phonesex :( http://t.co/HNMkErVr2O,-1
:(: (Vine by luke clips) https://t.co/UB4OLW7ACW,-1
@ArianeBeeston Thank you! But evil. :),1
America has such a good #OnTheRoadAgain2015 tour with most of all the FOUR songs being performed :(,-1
Why the hell insta is not working :((,-1
"hey christine, why so moody? :(",-1
@kmubmik ofc not allowed but some fans are managed to take some picts.. the risk is they caught by the security and got kicked out :(,-1
Why is no one awake :(,-1
@DeniseDenise__  Good morning #hotnsexy girl. Have an amazing #friskyfriday on the beach :D,1
Single Man :) :* http://t.co/XH4o3z1mwt,1
"As the morning wears on, its getting darker. Is it end of world day today instead of September? :-)",1
"@thei100 @Independent you said I was a man, I don't have dangling bits :(",-1
@babagby thanks. I appreciate :),1
@FilthyFrank i love u :-(,-1
Its 6:15 and I'm wide awake :(,-1
@MariaSharapova The hashtag says it all ................ :),1
"Ok, back to work :( http://t.co/QFtLZ2Cl0w",-1
"@ZaloraID hi, im so interested about your internship program. But sadly, I cant access the Career Page. Can u help me with this issue? :)",1
@wtfxmbs AMBS please it's harry's jeans :)):):):(,-1
i miss you already :-(,-1
oh that actually made me sad lol :(((,-1
I'm giving my coworker four more minutes until i call him :),1
so I guess blocking number on phones spam SMS feature wont work. Nor will using specific words since these guys write Sinhala in English :(,-1
THERES THIS VIBRATING NOISE THAT WOKE ME UP ANS I KEEP HEARING IT AND ITS MAKING ME SAD CUS IM SO TIRED :((,-1
